CustomerID,TransactionDate,TransactionAmount
CUST10842,8/26/24,1532.31
CUST10872,11/4/24,1150.02
CUST10425,3/7/23,2133.74
CUST10226,10/11/24,850.67
CUST10883,8/13/24,1709.34
CUST10199,12/25/24,1046
CUST10799,6/13/24,1336.82
CUST10640,12/21/24,1258.47
CUST10082,6/7/25,247.4
CUST10015,12/16/22,2254.56
CUST10858,6/18/25,183.21
CUST10159,10/29/24,448.28
CUST10814,2/22/22,706.83
CUST10506,7/23/24,2736.17
CUST10617,2/25/24,1901.84
CUST10735,2/26/24,800.17
CUST10220,3/2/25,1314.99
CUST10508,3/9/25,1167.74
CUST10966,2/10/24,777.1
CUST10275,2/4/24,1171.94
CUST10403,5/13/22,345.72
CUST10126,1/28/21,703.23
CUST10517,11/10/24,424.99
CUST10071,6/3/22,203.39
CUST10100,4/4/25,854.46
CUST10355,8/27/24,412.85
CUST10172,7/14/24,1695.61
CUST10203,9/26/23,750.29
CUST10701,12/24/24,925.4
CUST10437,3/16/23,514.11
CUST10317,2/7/24,910.33
CUST10419,6/2/22,373.73
CUST10944,4/18/23,2041.8
CUST10263,10/7/23,1421.16
CUST10790,3/30/23,1908.82
CUST10532,12/22/20,420.59
CUST10648,11/2/22,833.9
CUST10943,7/1/25,1092.65
CUST10251,4/23/22,576.83
CUST10386,11/23/24,103.84
CUST10417,8/2/23,1176.8
CUST10034,2/10/23,314.71
CUST10040,1/7/24,215.45
CUST10767,12/2/22,1019.35
CUST10742,10/11/23,1885.38
CUST10197,5/18/25,613.46
CUST10381,3/2/24,901.9
CUST10415,4/16/22,803.03
CUST10329,12/11/22,1240.48
CUST10782,10/8/22,525.57
CUST10419,9/6/24,1357.83
CUST10283,8/15/24,411.08
CUST10462,1/28/24,443.83
CUST10725,5/1/21,370.5
CUST10401,2/23/24,1551.6
CUST10179,3/18/23,1880.22
CUST10131,1/15/24,1160.19
CUST10712,2/7/25,905.76
CUST10440,6/6/23,329.28
CUST10357,6/23/21,558.42
CUST10720,5/6/25,773.97
CUST10694,6/13/24,263.76
CUST10374,8/1/24,1263.79
CUST10876,6/18/24,983.63
CUST10592,2/22/25,149.12
CUST10787,12/13/23,1003.55
CUST10382,7/9/22,1095.25
CUST10512,5/10/25,1065.6
CUST10445,12/27/24,348.27
CUST10035,9/15/24,1266.31
CUST10376,3/23/22,1264.94
CUST10776,1/18/23,1476.67
CUST10126,11/13/24,1517.57
CUST10342,10/30/22,1871.85
CUST10054,3/1/22,528
CUST10217,1/23/24,2528.92
CUST10762,9/13/24,405.96
CUST10627,7/12/25,2140.7
CUST10954,11/22/24,650.58
CUST10366,5/2/22,219.92
CUST10183,7/27/23,601.52
CUST10569,2/19/25,364.01
CUST10779,4/30/24,971.64
CUST10597,5/4/24,282.2
CUST10744,7/2/22,331.18
CUST10956,6/3/25,530.9
CUST10858,12/14/24,1990.87
CUST10293,7/18/25,943.5
CUST10511,8/11/24,1282.44
CUST10573,7/12/25,1829.61
CUST10178,6/10/22,578.56
CUST10433,6/16/25,264.04
CUST10377,5/30/24,1362.91
CUST10894,1/19/24,415.53
CUST10838,5/20/25,2010.61
CUST10380,9/28/23,1598.58
CUST10982,8/19/23,511.22
CUST10896,7/21/25,756.49
CUST10031,3/14/24,592.69
CUST10170,3/11/25,328.24
CUST10839,10/22/24,1133.64
CUST10187,11/3/24,1813.59
CUST10627,5/2/25,302.23
CUST10367,1/25/25,654.18
CUST10811,9/3/22,553.32
CUST10705,4/7/25,948.23
CUST10718,10/17/24,1970.69
CUST10481,4/3/25,344.63
CUST10999,7/30/23,2539.21
CUST10641,2/17/24,229.63
CUST10456,4/14/23,380.15
CUST10700,4/19/25,1080.27
CUST10553,8/10/22,1411.19
CUST10196,6/12/25,831.31
CUST10125,5/1/25,1150.35
CUST10328,11/17/24,235.84
CUST10671,11/11/22,1896.11
CUST10864,1/3/25,760.92
CUST10934,6/19/23,290.71
CUST10761,1/29/25,2758.75
CUST10016,9/6/23,930.44
CUST10438,8/1/24,233.1
CUST10227,12/15/24,205.14
CUST10919,12/1/24,250.77
CUST10958,2/25/24,3945.1
CUST10449,1/23/25,510.87
CUST10316,6/28/24,384.48
CUST10430,7/27/24,1448.4
CUST10282,5/14/24,1583.25
CUST10081,3/17/24,1136.29
CUST10569,10/26/24,749.47
CUST10203,7/14/24,383.46
CUST10463,3/19/25,684.28
CUST10114,11/19/23,495.16
CUST10653,11/15/22,2410.13
CUST10039,9/13/24,175.64
CUST10798,10/2/22,371.5
CUST10880,3/17/25,378.49
CUST10710,4/4/25,376.79
CUST10004,6/30/24,3307.04
CUST10545,12/12/24,1612.07
CUST10796,6/30/23,1266.26
CUST10586,10/11/24,330.37
CUST10923,12/23/24,1709.13
CUST10229,4/28/23,2368.59
CUST10245,1/20/25,168.56
CUST10032,11/6/23,759.66
CUST10619,3/30/25,172.54
CUST10510,6/1/25,787.96
CUST10685,5/29/23,807.36
CUST10339,5/8/24,299.55
CUST10209,6/11/24,1416.53
CUST10195,10/3/24,1418.86
CUST10851,11/2/24,715.18
CUST10113,11/14/22,490.12
CUST10029,7/25/24,2911.04
CUST10710,5/26/24,2295.99
CUST10780,12/1/23,167.32
CUST10306,2/17/21,421.2
CUST10640,3/26/25,2950.8
CUST10287,12/21/24,238.43
CUST10718,2/11/25,1383.23
CUST10096,1/25/25,295.97
CUST10136,1/7/21,450.38
CUST10379,3/8/25,562.49
CUST10460,9/2/24,609.58
CUST10433,12/23/24,645.15
CUST10998,3/23/23,1365.85
CUST10868,10/28/24,561.13
CUST10337,4/5/23,1065.39
CUST10851,9/18/24,380.84
CUST10819,10/27/23,1382.27
CUST10769,4/27/24,3203.86
CUST10840,12/24/22,498.82
CUST10733,8/8/24,2124.13
CUST10063,10/7/21,1615.82
CUST10520,8/13/24,549.54
CUST10311,2/4/25,309.75
CUST10085,4/17/24,2042.31
CUST10474,6/12/24,2255.31
CUST10227,10/6/24,824.69
CUST10163,3/15/25,825.27
CUST10579,4/26/25,860.33
CUST10592,3/6/25,1732.03
CUST10600,5/15/25,745.87
CUST10214,6/22/25,1274.44
CUST10536,11/28/24,1446.24
CUST10299,4/26/24,352.52
CUST10772,5/9/23,473.13
CUST10602,2/8/24,452.77
CUST10671,4/21/22,2705.44
CUST10587,7/28/25,440.02
CUST10481,12/13/23,732.47
CUST10293,7/11/24,768.72
CUST10696,1/22/24,610.56
CUST10287,5/28/23,687.38
CUST10101,11/5/21,887.41
CUST10564,12/7/24,199.79
CUST10666,4/27/24,389.45
CUST10974,6/6/23,602.8
CUST10259,4/9/25,1592.52
CUST10911,12/31/23,1302.78
CUST10165,11/26/22,284.64
CUST10181,9/29/22,771.06
CUST10538,6/30/22,588.17
CUST10767,9/16/22,1572.11
CUST10608,6/23/24,1219.4
CUST10170,6/22/23,1352.34
CUST10978,3/28/23,1835.62
CUST10439,6/11/24,1943.25
CUST10708,1/27/24,1631.08
CUST10309,7/25/23,885.38
CUST10955,1/24/25,776.29
CUST10406,7/6/22,191.91
CUST10407,11/6/24,1392.2
CUST10237,3/18/25,1040.56
CUST10931,11/3/24,1301.42
CUST10171,3/5/22,901.7
CUST10421,1/26/23,1300.9
CUST10175,3/20/23,2913.95
CUST10575,6/16/24,993.79
CUST10832,5/30/25,369.03
CUST10555,3/31/25,2466.01
CUST10338,3/6/25,135.44
CUST10249,11/8/24,2100.51
CUST10948,5/5/25,908.63
CUST10222,12/14/24,749.07
CUST10796,2/14/24,129.39
CUST10152,8/3/24,1397.33
CUST10294,10/16/23,2584.29
CUST10720,4/21/25,277.22
CUST10686,1/31/24,1328.5
CUST10076,4/16/24,554.53
CUST10649,12/18/23,2204.32
CUST10838,11/24/24,588.64
CUST10077,9/7/24,409.3
CUST10707,4/3/22,876.85
CUST10245,7/29/24,859.63
CUST10118,1/25/24,852.28
CUST10664,6/18/25,1071.62
CUST10312,1/30/25,541.65
CUST10769,11/16/22,2781.28
CUST10010,11/15/24,366.52
CUST10135,2/20/25,919.31
CUST10415,8/23/22,861.46
CUST10405,3/19/24,1004.98
CUST10998,1/7/25,605.6
CUST10992,5/25/24,1531.74
CUST10876,10/26/24,1441.9
CUST10648,6/23/21,1569.31
CUST10057,3/21/25,727.03
CUST10127,3/10/25,698.7
CUST10617,7/10/22,2739.47
CUST10053,1/11/25,1955.65
CUST10134,4/3/25,1356.2
CUST10476,11/20/24,1087.92
CUST10404,3/13/25,2873.97
CUST10925,6/11/22,430.57
CUST10895,3/26/25,1037.5
CUST10299,4/30/25,1248.91
CUST10244,1/1/24,542.01
CUST10162,6/24/24,1963.31
CUST10481,2/18/23,528.25
CUST10239,2/2/25,868.28
CUST10652,1/14/24,365.88
CUST10598,2/3/23,1336.96
CUST10230,11/10/23,2397.3
CUST10620,9/18/24,2643.63
CUST10998,12/21/23,2936.28
CUST10257,8/20/23,268.5
CUST10536,5/4/24,816.48
CUST10782,5/29/25,1478.42
CUST10427,2/16/22,377.31
CUST10826,11/19/24,1217.78
CUST10471,12/30/23,679.99
CUST10593,5/22/24,1651.31
CUST10576,4/17/25,963.4
CUST10719,2/6/25,1392.53
CUST10288,6/19/24,705.41
CUST10135,2/11/24,433.67
CUST10651,2/1/24,676.96
CUST10674,7/22/21,1427.14
CUST10525,9/24/23,884.46
CUST10884,12/17/24,2053.34
CUST10828,7/9/25,76.34
CUST10132,5/19/25,244.35
CUST10922,8/21/24,1870.77
CUST10033,7/19/25,426.1
CUST10133,6/8/25,252.82
CUST10649,12/27/21,1068.14
CUST10545,9/20/23,1504.97
CUST10157,10/7/23,1742.84
CUST10598,11/14/21,254.33
CUST10009,8/14/24,971.44
CUST10530,10/19/24,446.49
CUST10258,1/7/25,2146.87
CUST10559,6/30/21,151.25
CUST10561,7/11/24,2228.04
CUST10178,4/12/24,1102.08
CUST10735,4/30/25,560.98
CUST10035,7/1/25,386.4
CUST10355,5/14/25,2834.32
CUST10894,12/2/24,1794.32
CUST10492,12/24/24,1046.05
CUST10558,1/31/25,1832.44
CUST10828,7/15/23,730.8
CUST10626,2/11/25,769.05
CUST10190,3/19/25,1115.85
CUST10237,2/22/24,168.18
CUST10333,6/2/22,268
CUST10665,5/1/22,871.78
CUST10908,6/24/24,588.1
CUST10774,9/28/23,675.87
CUST10649,7/16/23,1307.88
CUST10188,6/8/24,427.22
CUST10723,4/12/24,998.82
CUST10216,6/16/23,1777.21
CUST10691,12/15/22,1942.8
CUST10176,5/28/25,1131.77
CUST10894,10/14/24,1047.5
CUST10822,1/1/22,1963.09
CUST10579,8/14/24,573.98
CUST10504,10/25/22,865.24
CUST10679,4/11/25,1095.65
CUST10755,3/2/25,1202.18
CUST10253,5/16/25,423.96
CUST10128,8/28/22,1723.55
CUST10213,11/22/24,499.3
CUST10047,10/24/24,1280.38
CUST10526,1/17/23,221.25
CUST10342,6/5/22,91.45
CUST10828,3/28/24,2718.88
CUST10252,6/16/22,326.93
CUST10414,1/25/25,660.13
CUST10468,7/17/25,321.1
CUST10735,5/20/25,171.79
CUST10271,12/3/23,1014.19
CUST10874,5/16/25,559.42
CUST10729,3/29/24,1061.76
CUST10186,9/17/24,1439.14
CUST10119,7/3/25,1180.66
CUST10045,1/26/24,1459.38
CUST10089,5/13/24,612.27
CUST10037,6/17/24,70.49
CUST10293,7/19/25,549.47
CUST10510,11/11/22,485.83
CUST10051,2/24/25,833.85
CUST10123,9/3/24,789.77
CUST10645,8/21/24,235.79
CUST10319,9/21/21,192.88
CUST10829,8/13/22,783.82
CUST10878,2/3/25,776.68
CUST10616,8/7/22,2246.44
CUST10379,5/4/23,908.64
CUST10817,12/3/22,259.54
CUST10956,2/20/25,692.97
CUST10354,5/8/23,482.01
CUST10244,2/10/23,759.21
CUST10216,3/30/25,463.91
CUST10262,6/6/24,1035.38
CUST10932,8/4/24,1637.83
CUST10194,3/5/25,281.03
CUST10166,3/3/24,735.34
CUST10347,8/18/24,1452.9
CUST10285,6/4/22,1710.45
CUST10883,3/3/25,509.18
CUST10887,12/6/21,139.93
CUST10675,6/18/24,2219.04
CUST10755,3/17/23,702.72
CUST10330,1/2/24,1022.05
CUST10371,6/6/24,396.18
CUST10939,9/2/24,1464.57
CUST10037,12/10/23,2332.06
CUST10079,8/11/24,875
CUST10218,8/23/23,736.11
CUST10865,8/21/24,3160.77
CUST10177,2/28/24,1087.38
CUST10403,9/18/23,992.31
CUST10661,11/23/22,785.74
CUST10468,12/9/22,687.87
CUST10214,10/23/24,476.56
CUST10635,3/27/22,840.23
CUST10012,6/19/23,506.4
CUST10474,9/24/24,664.29
CUST10406,9/25/23,203.24
CUST10387,2/9/24,1938.11
CUST10977,7/8/25,2057.92
CUST10356,1/14/24,85.71
CUST10703,11/17/22,51.7
CUST10379,12/24/22,825.79
CUST10908,5/3/24,1210.47
CUST10504,12/9/22,1576.58
CUST10859,4/1/22,4086.78
CUST10614,10/15/21,584.74
CUST10616,4/2/25,2685.44
CUST10008,12/23/24,1333.44
CUST10663,10/25/24,1873.78
CUST10258,6/19/23,1215.6
CUST10767,11/9/24,526.65
CUST10079,1/19/25,335.02
CUST10830,5/30/23,269.68
CUST10678,5/7/25,483
CUST10869,6/24/23,2934.1
CUST10059,6/13/25,505.94
CUST10938,7/18/22,1691.12
CUST10414,12/8/24,1007.28
CUST10416,10/18/20,1869.19
CUST10965,2/9/23,1387.41
CUST10382,11/20/24,811.68
CUST10816,2/1/24,272.74
CUST10722,9/20/23,297.19
CUST10410,5/26/23,979.51
CUST10189,9/3/23,1108.79
CUST10311,1/31/25,1129.47
CUST10653,2/1/25,420.2
CUST10200,10/19/23,661.12
CUST10786,9/1/23,960.84
CUST10628,6/27/24,3300.98
CUST10091,4/20/25,1482.39
CUST10871,8/20/22,768.84
CUST10311,4/10/25,2764.47
CUST10030,8/14/24,266.39
CUST10434,3/30/23,601.79
CUST10039,7/29/24,804.94
CUST10842,1/20/25,531.04
CUST10468,10/22/22,875.1
CUST10005,7/15/21,789.53
CUST10413,12/30/23,1007.88
CUST10207,1/17/23,610.89
CUST10558,9/28/22,184.04
CUST10628,7/16/22,737.53
CUST10853,5/5/25,939.72
CUST10487,3/1/25,735.63
CUST10806,11/30/24,853.08
CUST10262,6/30/23,73.33
CUST10848,4/5/25,374.05
CUST10024,7/22/25,748.33
CUST10612,9/3/23,3429.84
CUST10711,2/7/25,607.58
CUST10763,7/30/24,539.37
CUST10214,4/11/25,746.06
CUST10938,4/23/22,368.62
CUST10228,5/3/23,321.16
CUST10700,4/11/24,615.6
CUST10668,3/16/25,3316.95
CUST10142,4/11/25,1422.24
CUST10975,7/28/21,1576.55
CUST10782,10/21/22,514.44
CUST10612,12/20/23,451.95
CUST10718,5/28/25,1025.49
CUST10339,2/28/23,1178.08
CUST10803,6/1/23,1791.21
CUST10245,8/2/24,1204.46
CUST10644,1/29/23,208.07
CUST10269,10/2/24,2435.59
CUST10339,10/5/21,1047.75
CUST10036,6/21/25,308.05
CUST10394,6/17/25,669.92
CUST10296,5/29/23,2225.25
CUST10017,2/26/25,158.4
CUST10646,12/20/21,558.54
CUST10479,4/24/24,490.73
CUST10026,9/20/23,565.91
CUST10985,1/22/25,841.94
CUST10435,9/25/23,427.86
CUST10016,6/10/24,423.44
CUST10111,9/9/24,850.21
CUST10854,6/23/25,1775.47
CUST10177,6/24/25,2099.36
CUST10958,5/2/25,494.52
CUST10678,7/7/24,1660.85
CUST10254,12/4/24,505.17
CUST10019,3/22/24,797.38
CUST10414,7/27/22,530.78
CUST10941,2/26/24,156.02
CUST10856,7/6/24,537.24
CUST10621,9/21/24,1669.29
CUST10455,6/6/22,990.71
CUST10157,9/4/22,473.96
CUST10796,1/29/23,589.53
CUST10078,5/20/24,344.62
CUST10219,7/3/22,1830.64
CUST10195,6/8/24,790.26
CUST10778,8/5/22,1296.95
CUST10849,3/29/21,190.8
CUST10426,8/9/24,670.47
CUST10576,10/16/24,627.7
CUST10951,4/7/25,806.96
CUST10952,11/19/23,978.39
CUST10589,1/20/25,838.73
CUST10711,5/14/25,965.46
CUST10366,9/28/22,205.02
CUST10870,2/4/24,839.83
CUST10910,10/27/24,525.98
CUST10376,3/31/22,1306.84
CUST10064,1/15/24,1171.98
CUST10738,10/23/23,3536.89
CUST10802,6/1/24,1224.84
CUST10225,10/22/22,727.63
CUST10201,9/1/24,1356.5
CUST10096,1/6/25,498.87
CUST10130,10/20/24,1559.39
CUST10617,8/22/23,895.33
CUST10952,1/14/25,2215.55
CUST10875,2/7/25,509.05
CUST10283,5/25/24,416.26
CUST10355,11/8/22,668.06
CUST10723,3/29/23,190.51
CUST10947,1/24/23,459.68
CUST10766,2/27/25,2350.54
CUST10335,2/1/22,1114.32
CUST10434,12/25/21,286.87
CUST10270,12/9/22,374.61
CUST10422,11/20/22,1520.13
CUST10363,8/17/24,317.35
CUST10676,4/5/24,904.47
CUST10233,4/15/22,866.16
CUST10076,7/8/24,1545.06
CUST10465,1/5/23,683.9
CUST10828,3/17/24,1551.06
CUST10224,11/17/24,901.42
CUST10645,3/28/23,2164.98
CUST10283,6/19/24,1577.31
CUST10648,1/18/25,1331.25
CUST10010,11/5/24,526.79
CUST10890,9/8/23,2040.48
CUST10521,7/21/24,842.47
CUST10613,12/13/24,660.82
CUST10881,1/25/25,1560.26
CUST10326,10/2/24,2788.88
CUST10956,7/23/25,927.83
CUST10193,5/21/24,2101.04
CUST10966,3/2/25,1429.69
CUST10986,3/15/24,299.49
CUST10945,7/27/24,255.53
CUST10367,10/5/24,2907.28
CUST10587,6/20/22,1539.55
CUST10692,9/9/23,911.56
CUST10311,7/30/24,1046.5
CUST10383,9/19/23,854.71
CUST10717,7/19/25,629.3
CUST10201,4/28/25,1408.44
CUST10677,4/5/25,385.85
CUST10999,6/30/24,56.85
CUST10359,2/8/25,503.04
CUST10330,9/25/23,905.1
CUST10915,12/10/22,1278.82
CUST10566,1/20/25,173.21
CUST10561,7/11/25,1857.81
CUST10937,12/11/23,376.46
CUST10274,11/26/23,1013.98
CUST10971,6/30/25,893.53
CUST10416,2/14/24,1399.35
CUST10091,6/15/22,1755.52
CUST10386,6/6/25,2469.69
CUST10195,3/4/24,2245.28
CUST10754,8/3/24,692.52
CUST10459,2/26/23,709.15
CUST10745,1/4/25,925.61
CUST10591,5/9/24,274.89
CUST10835,9/12/23,2908.88
CUST10201,7/21/25,923.52
CUST10221,9/21/23,80.95
CUST10333,7/21/22,922.79
CUST10490,6/2/25,256.83
CUST10449,9/2/22,266.47
CUST10005,12/16/24,1995.73
CUST10848,4/1/24,420.65
CUST10049,6/30/24,1954.2
CUST10306,6/4/21,1209.93
CUST10129,5/23/25,466.98
CUST10522,8/24/22,1268.71
CUST10398,7/26/25,924.42
CUST10072,10/2/23,692.31
CUST10300,10/10/23,655.74
CUST10567,2/27/24,987.39
CUST10595,4/3/24,1987.57
CUST10131,6/1/25,796.83
CUST10330,9/5/23,572.41
CUST10329,3/1/23,674.14
CUST10897,1/3/24,667.35
CUST10395,3/16/24,168.84
CUST10487,10/15/24,2241.6
CUST10930,3/30/25,1285.94
CUST10645,4/28/25,574.03
CUST10685,1/14/24,295.29
CUST10577,7/31/22,702.37
CUST10149,2/17/24,449.64
CUST10836,6/2/22,640.49
CUST10263,12/8/21,2192.22
CUST10225,12/18/23,925.61
CUST10252,12/11/23,107.38
CUST10386,7/12/24,954.04
CUST10728,11/5/23,2895.57
CUST10583,7/17/24,817.63
CUST10377,6/25/23,345.33
CUST10629,7/20/24,119.88
CUST10632,4/7/24,1526.29
CUST10548,5/25/23,1435.58
CUST10765,6/4/24,1095.88
CUST10051,3/22/24,1308.62
CUST10308,5/3/24,1243.23
CUST10474,11/21/24,1136.3
CUST10517,5/4/25,1045.39
CUST10947,7/8/25,982.48
CUST10865,7/20/25,395.69
CUST10715,12/19/24,864.31
CUST10352,5/1/23,952.81
CUST10660,4/11/24,992.3
CUST10005,3/2/22,929.94
CUST10152,7/7/25,689.07
CUST10487,3/14/25,690.16
CUST10510,10/17/23,1775
CUST10777,6/28/25,1029.15
CUST10837,2/18/22,248.66
CUST10019,3/7/23,1328.54
CUST10033,6/10/25,1069.47
CUST10400,9/21/22,384.73
CUST10670,9/25/21,1693.39
CUST10709,4/3/22,606.43
CUST10947,11/11/23,1095.8
CUST10446,5/21/25,1834.5
CUST10752,10/31/23,1138.42
CUST10907,10/21/23,562.83
CUST10856,7/3/22,450.07
CUST10110,10/24/23,1213.15
CUST10209,6/8/24,981.66
CUST10868,12/12/24,1083.65
CUST10701,10/9/24,756.62
CUST10435,6/11/25,340.96
CUST10736,6/10/21,739.3
CUST10849,9/10/24,904.59
CUST10380,9/11/23,1577.37
CUST10441,8/10/21,1920.01
CUST10461,6/1/23,462.85
CUST10393,5/19/24,563.7
CUST10435,11/5/24,771.66
CUST10064,10/9/23,554.03
CUST10511,5/1/25,472.28
CUST10186,12/18/24,2638.79
CUST10525,2/25/25,759.23
CUST10703,11/8/22,1421.32
CUST10960,11/23/21,438.3
CUST10219,1/21/23,1558.68
CUST10992,12/30/24,909.49
CUST10190,2/6/25,602.58
CUST10102,7/25/24,1397.59
CUST10749,7/14/24,1436.11
CUST10434,5/2/24,1867.33
CUST10804,9/28/24,299.11
CUST10369,5/30/23,257.31
CUST10225,6/10/24,1232.44
CUST10184,6/8/24,1263.32
CUST10394,4/30/24,2542.21
CUST10986,9/25/21,582.84
CUST10711,12/24/24,1102.61
CUST10597,11/14/22,1372.12
CUST10363,10/3/24,766.27
CUST10728,1/6/25,1180.95
CUST10612,6/19/23,748.07
CUST10378,3/21/24,417.08
CUST10144,10/18/24,306.07
CUST10550,12/16/22,1044.05
CUST10681,10/11/23,1239.39
CUST10163,5/27/25,974.58
CUST10965,6/7/24,781.25
CUST10817,12/20/24,932.62
CUST10821,3/18/23,883.1
CUST10239,10/25/24,1369
CUST10262,6/1/23,1441.47
CUST10563,5/5/25,793.41
CUST10253,3/16/24,1383.93
CUST10665,8/10/21,569.49
CUST10816,10/5/22,328.45
CUST10884,1/1/24,1853.61
CUST10884,5/17/24,1080.26
CUST10839,2/24/25,918.63
CUST10073,6/7/24,618.91
CUST10823,5/9/24,3211.49
CUST10081,9/22/23,1252.8
CUST10207,3/12/24,2287.17
CUST10576,10/2/24,357.66
CUST10447,5/22/21,250.52
CUST10503,5/24/25,1349.13
CUST10780,6/24/25,381.59
CUST10951,4/26/24,1875.66
CUST10881,4/16/25,704.81
CUST10039,4/11/24,686.18
CUST10329,8/28/22,586.37
CUST10225,3/12/22,709.18
CUST10965,8/5/23,765.68
CUST10076,8/28/24,830.19
CUST10439,3/29/24,934.59
CUST10086,5/12/24,2315.5
CUST10326,8/4/21,443.42
CUST10186,8/29/24,1235.97
CUST10829,6/7/21,584.31
CUST10983,9/23/22,1172.14
CUST10489,6/2/24,1109.15
CUST10241,9/28/21,408.59
CUST10993,3/28/22,1140.8
CUST10362,1/27/24,467.59
CUST10759,3/30/25,1413.28
CUST10843,12/2/22,1690.64
CUST10605,11/20/24,611.18
CUST10586,6/19/25,409.62
CUST10984,3/7/22,1085.06
CUST10203,11/1/23,2093.3
CUST10830,5/16/24,274.03
CUST10290,11/22/23,1503.36
CUST10171,5/21/25,108.8
CUST10463,2/26/24,741.28
CUST10948,5/4/24,38.61
CUST10791,8/10/23,520.91
CUST10739,5/1/24,1009.34
CUST10769,7/29/25,1517.28
CUST10115,3/28/21,888.09
CUST10697,7/7/21,816.24
CUST10028,4/12/23,754.33
CUST10104,5/14/24,129.56
CUST10259,6/2/25,407.85
CUST10546,2/8/25,1821.86
CUST10312,6/1/25,1935.52
CUST10803,6/7/25,463.79
CUST10105,4/7/21,1501.87
CUST10736,3/12/21,1896.82
CUST10918,6/4/25,585.61
CUST10290,6/17/23,279.76
CUST10207,1/30/21,296.79
CUST10926,8/7/22,385.09
CUST10473,5/10/25,1802.55
CUST10745,10/28/24,679.88
CUST10230,10/23/23,751.27
CUST10758,12/11/21,1352.41
CUST10029,9/5/24,717.75
CUST10425,5/12/24,2155.08
CUST10797,10/19/24,884.76
CUST10075,5/5/23,345.02
CUST10857,6/10/25,518.36
CUST10348,1/29/25,741.56
CUST10476,7/2/24,670.01
CUST10462,7/24/24,1496.38
CUST10462,6/11/22,901.1
CUST10572,10/29/24,696.51
CUST10655,11/9/24,593.02
CUST10228,1/23/25,1029.51
CUST10442,1/11/23,524.82
CUST10282,3/8/23,799.68
CUST10388,6/15/24,1819.42
CUST10613,3/9/25,707.22
CUST10973,5/16/24,155.17
CUST10851,1/2/25,639.8
CUST10089,9/16/24,76.75
CUST10588,6/1/22,303.93
CUST10901,10/11/23,1658.96
CUST10408,5/9/23,2396.27
CUST10677,12/17/24,272.96
CUST10936,7/29/24,816.41
CUST10406,4/21/25,837.37
CUST10102,2/27/23,843.12
CUST10106,3/29/24,477.87
CUST10373,4/28/23,245.01
CUST10865,5/25/25,1151.08
CUST10841,12/20/24,1941.91
CUST10785,6/6/24,1290.5
CUST10906,9/5/22,741.52
CUST10361,8/4/22,789.82
CUST10359,11/2/24,1573.97
CUST10405,6/18/24,270.89
CUST10488,11/10/24,648.15
CUST10498,4/19/25,280.21
CUST10940,3/27/22,462.65
CUST10954,9/28/24,896.86
CUST10210,7/7/22,439.51
CUST10658,4/18/25,546.29
CUST10220,4/10/22,417.25
CUST10842,11/8/24,316.19
CUST10817,9/10/24,379.29
CUST10144,7/27/25,110.19
CUST10826,5/10/23,150.52
CUST10211,4/5/25,1405.28
CUST10118,2/4/24,100.32
CUST10753,2/26/23,1092.21
CUST10842,9/21/24,676.86
CUST10014,3/9/25,1461.65
CUST10587,5/27/23,632.93
CUST10867,12/21/24,1236.71
CUST10735,2/13/24,51.64
CUST10879,12/1/23,629.74
CUST10936,6/1/25,106.84
CUST10188,5/15/25,1116.42
CUST10498,4/23/25,506.22
CUST10924,7/2/24,1141.05
CUST10351,9/27/24,1386.54
CUST10257,4/6/23,1132.39
CUST10899,7/7/25,471.89
CUST10318,1/10/24,1479.02
CUST10091,8/15/22,199.08
CUST10842,6/24/24,400.05
CUST10215,2/25/25,60.36
CUST10795,8/26/24,408.62
CUST10713,6/5/21,588.76
CUST10985,12/7/24,967.99
CUST10638,3/12/23,1243.68
CUST10785,11/16/23,1232.63
CUST10561,11/10/23,1303.83
CUST10144,1/31/25,541.04
CUST10830,3/29/25,431.75
CUST10675,2/4/24,794.47
CUST10258,8/28/22,1315.01
CUST10992,11/11/22,203.55
CUST10728,7/14/25,149.7
CUST10244,8/31/22,2049.48
CUST10098,3/10/24,1397.69
CUST10582,12/9/23,710.94
CUST10799,4/28/24,507.93
CUST10306,6/15/21,447.71
CUST10984,4/2/22,1635.66
CUST10535,5/30/24,1616.33
CUST10426,9/24/23,1190.85
CUST10329,4/18/25,548.74
CUST10866,4/9/22,788.43
CUST10592,1/5/25,990.33
CUST10568,8/1/23,701.86
CUST10365,10/25/24,190.13
CUST10158,3/25/24,1270.71
CUST10536,4/1/25,601.2
CUST10470,5/11/25,238.19
CUST10517,9/15/24,1642.33
CUST10233,11/18/22,212.75
CUST10656,10/3/21,139.15
CUST10320,3/19/24,652.71
CUST10212,3/21/24,960.91
CUST10567,9/23/24,1619.9
CUST10889,3/27/22,684.73
CUST10761,3/19/21,1765.9
CUST10336,12/25/22,599.79
CUST10131,3/1/24,1376.66
CUST10927,6/6/24,1322.69
CUST10556,1/24/22,616.34
CUST10140,7/4/24,391.24
CUST10404,2/15/25,466.42
CUST10996,8/26/22,1245.42
CUST10735,11/6/24,4396.78
CUST10855,3/2/25,794.15
CUST10841,6/3/24,1814.61
CUST10833,12/20/23,965.69
CUST10872,12/19/24,1991.79
CUST10288,7/25/24,744.82
CUST10037,1/22/22,489.06
CUST10030,9/11/23,690.15
CUST10728,9/28/23,1598.07
CUST10851,11/9/24,267.81
